"","childs","degree","educ","sei","suicide","divorce"
"752",8,1,13,"36,5",NA,1
"753",1,1,12,"34,2",1,NA
"754",2,3,16,"86,5",1,0
"755",3,2,14,"48,6",NA,1
"756",1,4,16,"78,5",1,0
"757",0,3,16,"47,8",NA,NA
"758",1,3,16,"87,9",1,0
"759",0,4,16,"97,2",NA,NA
"760",0,1,12,"63,5",0,NA
"761",2,1,12,"63,5",NA,0
"762",2,1,10,"25,2",NA,0
"763",1,1,11,"31,4",1,NA
"764",3,3,16,"64,2",0,0
"765",0,3,16,"76,3",1,NA
"766",0,1,19," ",NA,0
"767",2,0,7,"28,4",NA,0
"768",4,1,13,"38",0,1
"769",1,0,7,"26,5",1,NA
"770",1,1,14,"52,4",0,0
"771",2,2,14,"38,9",1,0
"772",3,1,12," ",1,0
"773",2,2,14,"60,5",0,NA
"774",1,1,13,"31,4",0,0
"775",4,0,11,"33,1",NA,1
"776",0,1,15,"35,4",1,0
"777",2,3,16,"64,1",NA,0
"778",3,2,14,"43,7",0,1
"779",1,1,14,"38,2",1,0
"780",0,3,20,"88,8",NA,0
"781",4,0,10,"37,4",NA,0
"782",1,1,12,"63,5",NA,NA
"783",2,3,18,"88,3",NA,1
"784",4,3,16,"80",NA,0
"785",2,2,14,"76,4",1,0
"786",1,1,13,"38,4",1,NA
"787",0,1,14,"38,4",1,0
"788",2,1,12,"21,2",1,0
"789",1,1,13,"31,4",1,0
"790",3,0,11,"44,8",NA,0
"791",2,0,10,"29",1,NA
"792",1,1,14,"44,3",1,1
"793",4,0,8,"29,2",1,0
"794",0,3,16,"59,1",1,0
"795",2,1,12,"38,4",1,1
"796",5,0,8,"32,4",NA,0
"797",1,0,8,"28,6",1,1
"798",2,3,16,"63,5",NA,0
"799",2,1,12,"28,6",1,1
"800",2,0,10,"32,4",0,NA
"801",0,2,14,"73,2",1,NA
"802",3,2,14,"27,5",1,NA
"803",3,3,15,"73,2",1,0
"804",0,3,17,"69,7",0,NA
"805",2,1,12,"34,2",NA,NA
"806",2,1,15,"34,3",1,NA
"807",7,0,9,"28,4",1,NA
"808",3,1,12,"28,4",1,0
"809",1,2,14,"64,8",NA,NA
"810",6,0,NA,"29,3",NA,1
"811",1,1,15,"29,3",NA,NA
"812",0,1,12,"32,3",1,NA
"813",2,1,13,"21,2",NA,NA
"814",2,0,11,"30,8",1,0
"815",3,1,12,"62,1",1,1
"816",1,1,12,"33,1",NA,0
"817",2,1,13,"63,5",0,0
"818",0,1,13,"50,7",NA,0
"819",2,1,12,"35,1",1,0
"820",1,1,13,"50,7",0,NA
"821",3,1,13,"39",1,NA
"822",5,1,12,"29",NA,NA
"823",5,1,12,"28,4",1,0
"824",3,0,6,"50,7",1,0
"825",8,0,0,"21,2",NA,0
"826",0,0,11," ",1,NA
"827",3,1,13,"73,2",0,NA
"828",0,1,12,"29,4",1,NA
"829",1,1,12,"48,5",1,NA
"830",2,4,18,"78,5",0,NA
"831",3,3,16,"73,3",NA,0
"832",2,1,12,"37,7",0,1
"833",3,1,12,"27,7",1,NA
"834",0,1,14,"53,3",1,NA
"835",2,3,16,"65,8",NA,NA
"836",2,3,16,"60,6",NA,NA
"837",2,1,12,"38,4",1,1
"838",0,0,11,"39",NA,NA
"839",0,1,14,"48,5",1,0
"840",0,1,14,"73,3",0,NA
"841",0,3,16,"76,4",NA,NA
"842",0,0,10,"37,9",NA,0
"843",2,1,12,"31,4",0,0
"844",1,1,12,"32,3",NA,0
"845",1,2,14,"81",1,0
"846",1,1,12,"22,5",1,0
"847",1,1,12,"48,5",NA,NA
"848",3,1,12,"55,1",0,1
"849",0,1,16,"40",1,NA
"850",0,4,20,"90,8",1,NA
"851",0,1,14,"29,8",NA,NA
"852",0,4,20,"84",1,NA
"853",0,3,16,"73,6",0,NA
"854",0,3,16,"50,7",0,NA
"855",2,1,12,"34,2",0,NA
"856",0,1,15,"21,2",NA,NA
"857",NA,1,13,"63,5",1,NA
"858",0,1,17,"63,5",NA,NA
"859",2,1,12,"33,1",NA,0
"860",0,3,16,"69,7",1,NA
"861",3,1,15,"51",1,NA
"862",2,1,12,"42,3",1,1
"863",3,1,13,"76,3",1,1
"864",0,3,16,"73,2",0,NA
"865",0,3,16,"75,2",1,NA
"866",3,1,12,"29,8",NA,NA
"867",3,4,20,"97,2",NA,1
"868",0,3,17,"63,5",0,0
"869",4,1,13,"38,4",1,NA
"870",3,4,20,"96",1,1
"871",2,1,13,"53,3",1,NA
"872",1,3,17,"86,6",1,1
"873",2,3,18,"33,9",1,0
"874",2,1,15,"64,2",0,1
"875",4,1,12,"63,5",NA,1
"876",4,3,17,"83,7",NA,0
"877",0,2,14,"32,3",NA,NA
"878",1,2,14,"39,4",1,NA
"879",0,1,12,"34,3",NA,NA
"880",1,2,13,"57,1",1,NA
"881",1,1,13,"76,4",NA,NA
"882",0,3,15,"63,5",NA,NA
"883",1,1,13,"63,5",NA,NA
"884",0,1,15,"38,1",0,NA
"885",0,3,16,"37,7",1,NA
"886",0,1,16,"32,4",1,NA
"887",0,1,15,"33,9",NA,NA
"888",0,3,16,"78,5",1,NA
"889",0,1,12,"43,3",NA,NA
"890",0,1,15,"63,5",1,NA
"891",0,1,12,"33,6",1,NA
"892",0,1,12,"29,2",1,NA
"893",0,3,16,"63,5",NA,0
"894",0,1,16,"41,1",1,NA
"895",0,2,17,"35,4",1,NA
"896",1,1,12,"39",0,0
"897",0,1,13,"33,1",1,NA
"898",1,1,13,"28,4",NA,0
"899",0,1,12,"32,3",1,NA
"900",2,0,6,"27,5",0,0
"901",3,1,12," ",NA,0
"902",0,3,18,"33,1",NA,NA
"903",0,4,20,"64,8",1,NA
"904",2,4,20," ",NA,NA
"905",1,1,15,"37,9",NA,NA
"906",0,1,13," ",1,NA
"907",0,1,12,"20,1",1,NA
"908",0,1,13,"34,2",0,0
"909",0,1,12,"36,4",1,NA
"910",0,1,12,"27,9",NA,NA
"911",3,2,14,"76,4",NA,0
"912",0,2,14,"87,9",0,NA
"913",0,1,12,"30,8",NA,NA
"914",3,4,20,"63,5",1,NA
"915",2,1,12,"29,3",1,NA
"916",0,1,12,"37,4",1,NA
"917",2,1,15,"83,9",1,0
"918",6,4,20,"97,2",1,0
"919",0,4,18,"73,3",NA,0
"920",1,4,18,"82,7",1,0
"921",0,4,20,"97,2",0,0
"922",2,4,20,"92,3",1,0
"923",1,4,18,"78,5",NA,0
"924",2,1,14,"31,3",NA,0
"925",0,3,16,"62,5",0,NA
"926",2,1,16,"29,3",NA,NA
"927",1,1,12,"29,3",NA,NA
"928",3,0,11,"28,4",NA,0
"929",4,1,12,"18,5",0,0
"930",2,1,13,"43,5",NA,NA
"931",1,1,12,"29,1",0,NA
"932",3,0,10,"38,9",1,NA
"933",3,0,10,"36,5",0,NA
"934",3,0,8,"48,5",1,0
"935",0,1,14,"33,6",0,NA
"936",0,1,12,"38",NA,NA
"937",2,4,18,"86,6",0,0
"938",2,1,12,"63,5",NA,0
"939",0,3,16,"31,4",1,NA
"940",0,1,14," ",NA,NA
"941",2,1,12,"38,2",NA,0
"942",2,3,16,"49,6",0,0
"943",1,4,18,"88,8",1,0
"944",0,1,12,"38,4",NA,0
"945",0,4,18,"64,1",1,0
"946",0,3,16,"73,2",0,NA
"947",0,3,16,"68,8",1,NA
"948",2,1,15,"63,2",NA,0
"949",0,1,12,"31,5",1,NA
"950",2,1,12,"73,6",NA,0
"951",0,3,17,"32,4",NA,0
"952",4,1,12,"63,5",1,1
"953",0,1,12," ",1,NA
"954",2,4,16,"73,2",NA,0
"955",0,2,16,"60,5",1,NA
"956",5,1,13,"37,4",1,0
"957",0,1,12,"27,5",1,NA
"958",3,1,12,"37,7",1,0
"959",0,1,12,"29,8",0,1
"960",0,0,4," ",NA,0
"961",2,1,12,"31,4",1,0
"962",2,1,12,"32,3",NA,NA
"963",0,1,14,"34,3",1,NA
"964",6,0,9,"27,5",1,0
"965",0,3,20,"29,3",NA,NA
"966",0,2,14,"69,7",1,NA
"967",1,3,19,"50,7",NA,0
"968",5,1,12,"63,5",NA,0
"969",2,2,13,"38,4",NA,0
"970",3,3,16,"50,7",NA,0
"971",2,3,16,"38,4",1,0
"972",3,3,17,"73,3",0,0
"973",3,1,14,"36,5",0,1
"974",3,4,18,"73,2",0,0
"975",0,3,16,"39,4",NA,NA
"976",0,1,14,"52,3",1,NA
"977",0,3,17,"38,9",1,NA
"978",0,3,16,"48,5",1,NA
"979",0,1,13,"32,4",1,NA
"980",0,1,16,"35,2",1,NA
"981",1,1,12,"49,6",NA,NA
"982",1,1,12,"38,9",1,1
"983",0,3,17,"49,6",NA,1
"984",3,3,16,"62,1",NA,0
"985",2,3,16,"76,3",0,0
"986",1,3,17,"26,4",1,0
"987",2,1,12,"38,1",1,0
"988",2,3,17,"56,5",1,1
"989",5,1,12,"63,5",1,0
"990",2,3,16,"73,2",1,0
"991",3,3,18,"73,3",1,0
"992",2,2,14,"45,3",1,1
"993",2,1,12,"39",1,0
"994",6,1,13,"39",1,NA
"995",2,2,14,"60,5",1,0
"996",3,1,12,"33,1",NA,0
"997",0,4,16,"74,4",NA,NA
"998",0,2,14,"53,3",1,0
"999",0,1,9,"28,4",NA,NA
"1000",3,1,12,"69,7",1,0
"1001",2,3,16,"73,7",1,NA
"1002",0,3,16,"36,7",1,NA
"1003",1,2,15,"62,2",1,NA
"1004",0,1,12,"29,4",1,NA
"1005",2,0,11,"31,7",NA,NA
"1006",3,1,13,"65,8",1,0
"1007",1,1,12,"48,5",1,0
"1008",3,1,13,"27,7",0,0
"1009",2,4,17,"86,6",0,0
"1010",4,1,13,"29,1",1,0
"1011",2,3,16,"51,9",NA,1
"1012",3,3,16,"56,6",NA,0
"1013",4,1,12,"73,8",NA,0
"1014",0,4,20,"64,4",1,NA
"1015",0,1,15,"73,2",0,NA
"1016",4,1,13,"73,2",0,NA
"1017",6,1,15,"35,1",1,NA
"1018",6,0,6,"34,2",1,1
"1019",1,0,8,"53,9",NA,1
"1020",3,1,12,"33,1",NA,0
"1021",0,1,12,"42,7",NA,0
"1022",1,0,9,"62",0,0
"1023",4,1,12,"53,9",NA,0
"1024",6,1,12,"36,9",1,1
"1025",0,1,14,"38,5",NA,NA
"1026",0,1,12,"67",NA,NA
"1027",3,0,10,"29,2",NA,0
"1028",2,1,12,"29,2",1,0
"1029",0,4,16,"52,4",1,0
"1030",2,1,14,"80,9",NA,0
"1031",0,1,12,"37,7",0,NA
"1032",2,1,11,"62,5",1,0
"1033",0,0,11,"27,5",0,NA
"1034",4,4,18,"63,5",0,0
"1035",2,2,15,"62,1",1,NA
"1036",0,1,11,"37,6",0,NA
"1037",1,1,12,"29,3",NA,NA
"1038",0,3,17,"32,4",NA,NA
"1039",2,2,17,"29,3",1,0
"1040",0,1,12,"27,7",0,NA
"1041",0,3,16,"78,5",0,NA
"1042",NA,1,12,"31,7",1,0
"1043",1,2,14,"86,6",NA,1
"1044",4,4,12,"73,2",NA,0
"1045",3,1,13,"29,3",1,0
"1046",0,1,16,"32,4",0,NA
"1047",0,3,16,"50,7",1,NA
"1048",4,1,12,"28,6",1,NA
"1049",2,1,12,"31,4",1,0
"1050",2,3,16,"63,5",NA,0
"1051",3,1,12,"26,7",NA,0
"1052",1,1,12," ",1,0
"1053",0,3,17,"66,1",1,NA
"1054",4,1,13,"26,7",1,0
"1055",3,1,13,"33,1",NA,0
"1056",2,1,12,"32,3",1,NA
"1057",2,1,12,"29",NA,NA
"1058",0,1,12,"38,1",0,NA
"1059",0,4,18,"76,3",NA,NA
"1060",2,3,16,"50,7",1,0
"1061",2,4,20,"97,2",1,0
"1062",0,3,17,"69,2",NA,NA
"1063",0,1,13,"33,6",NA,NA
"1064",0,0,10,"32,3",1,NA
"1065",0,0,11," ",1,NA
"1066",2,1,12,"34,2",1,NA
"1067",0,3,17,"87,9",NA,NA
"1068",0,1,13,"36,5",NA,NA
"1069",4,0,9,"29,2",1,1
"1070",0,1,12,"44,7",NA,0
"1071",4,0,9,"31,5",1,NA
"1072",1,1,15,"32,3",0,0
"1073",2,0,8," ",0,0
"1074",1,1,12,"28,4",1,NA
"1075",2,0,11,"21,2",1,1
"1076",2,1,12,"63,5",0,0
"1077",1,1,13,"34,2",1,NA
"1078",0,2,14,"59,9",NA,0
"1079",1,2,14,"64,2",0,NA
"1080",1,2,14,"63,2",NA,NA
"1081",1,1,12,"37,7",0,NA
"1082",3,1,13,"38,4",0,0
"1083",6,0,10,"26,7",NA,NA
"1084",1,1,12,"21,2",0,NA
"1085",0,4,18,"73,8",NA,NA
"1086",2,1,12,"36,5",1,0
"1087",2,4,18,"38,9",NA,0
"1088",0,4,20,"73,9",1,NA
"1089",0,3,18,"43,3",1,0
"1090",0,1,12,"33,6",1,NA
"1091",0,2,14,"38",NA,0
"1092",2,1,12,"47",NA,0
"1093",2,2,14,"63,2",0,0
"1094",0,1,12,"54,2",NA,NA
"1095",2,1,12,"37,7",1,0
"1096",3,1,12,"36,9",0,NA
"1097",2,1,12,"33,1",1,NA
"1098",3,1,13,"37,4",1,NA
"1099",2,0,10," ",1,NA
"1100",6,1,12,"33,6",0,NA
"1101",2,1,12,"33,1",NA,NA
"1102",1,0,11,"21,2",0,NA
"1103",2,4,17,"78,5",1,0
"1104",0,1,15,"52,5",NA,NA
"1105",3,1,12,"29,3",NA,NA
"1106",1,1,12,"51,9",1,NA
"1107",0,1,12," ",1,NA
"1108",0,4,16,"80,3",1,NA
"1109",0,3,15,"78,5",NA,0
"1110",4,1,12,"32",NA,0
"1111",0,3,16,"86,6",1,NA
"1112",3,1,9,"38,4",NA,NA
"1113",1,1,13,"45,8",NA,NA
"1114",0,1,12,"31,5",1,NA
"1115",2,0,8,"26,4",NA,NA
"1116",0,2,14,"37,7",NA,0
"1117",2,1,14,"37,7",1,NA
"1118",3,3,19,"73,9",0,NA
"1119",0,1,12,"37,5",1,0
"1120",0,1,15,"86",1,0
"1121",1,0,5,"31,5",0,0
"1122",5,0,10," ",1,0
"1123",2,1,9,"29,2",1,NA
"1124",2,0,10,"17,1",NA,0
"1125",0,1,12,"29,3",NA,NA
"1126",2,2,14,"60,6",NA,0
"1127",2,0,8,"50,7",1,1
"1128",2,2,14,"36,5",0,0
"1129",4,1,12,"48,6",1,1
"1130",2,1,14,"29,8",1,0
"1131",0,0,9,"31,4",NA,NA
"1132",0,1,13,"63,5",0,0
"1133",2,2,15,"50,7",NA,NA
"1134",2,1,13,"49,6",0,0
"1135",3,1,12,"45,4",NA,1
"1136",3,1,14,"38,2",1,1
"1137",3,3,16,"69,7",1,0
"1138",0,1,13,"38,4",0,0
"1139",1,4,18,"60,6",1,NA
"1140",4,1,13,"28,4",0,0
"1141",0,1,12,"37,7",0,0
"1142",3,1,12,"39",NA,0
"1143",0,3,16,"87,9",1,1
"1144",1,1,12,"51,9",NA,0
"1145",0,3,16,"35,4",NA,NA
"1146",2,1,12,"32,8",NA,0
"1147",2,2,14,"45,3",1,1
"1148",0,3,16,"86,5",0,0
"1149",2,1,12,"38,9",1,NA
"1150",0,1,13,"27,5",NA,NA
"1151",1,2,14,"43,7",0,NA
"1152",2,1,14," ",1,0
"1153",2,1,12,"22,5",NA,0
"1154",0,1,12,"37,6",1,NA
"1155",4,0,10,"31,5",NA,NA
"1156",1,1,14,"53,4",1,0
"1157",2,2,14,"74,4",NA,0
"1158",5,1,12,"50,5",0,NA
"1159",1,0,8," ",NA,0
"1160",2,1,11,"32",1,0
"1161",2,1,12,"29,4",NA,0
"1162",2,1,13,"29,4",NA,0
"1163",1,1,12,"17,1",1,1
"1164",0,0,9,"59,1",1,NA
"1165",0,2,13,"35,4",NA,0
"1166",3,1,12,"36,5",NA,0
"1167",2,1,12,"28,4",NA,0
"1168",4,2,15,"62,5",NA,NA
"1169",2,1,12,"25,2",0,NA
"1170",3,1,12,"29,2",NA,0
"1171",2,0,10," ",0,NA
"1172",4,1,12,"38,4",NA,0
"1173",1,4,16,"78,5",1,0
"1174",4,3,16,"53,3",0,0
"1175",6,4,18,"63,5",0,NA
"1176",2,3,16,"86,5",NA,1
"1177",2,3,16,"73,2",NA,0
"1178",1,1,11,"31,1",1,0
"1179",0,1,12,"43,4",1,NA
"1180",2,1,12,"80,9",1,1
"1181",3,0,10,"27,9",1,0
"1182",3,1,12,"38",1,0
"1183",7,0,8,"31,5",NA,1
"1184",7,0,8,"17,1",1,1
"1185",0,4,18,"38",1,NA
"1186",2,1,12,"32",NA,0
"1187",0,1,12,"42,7",1,NA
"1188",2,0,12,"27,5",0,NA
"1189",3,1,12,"37,1",1,NA
"1190",NA,1,12,"27,7",1,0
"1191",3,1,12,"31,2",1,1
"1192",4,NA,11,"29,3",NA,0
"1193",2,1,12,"33,1",1,0
"1194",2,0,11,"33,9",NA,0
"1195",1,1,12,"50,7",1,0
"1196",5,0,11,"29,3",NA,1
"1197",4,3,15,"73,2",0,0
"1198",0,0,11,"29,5",0,NA
"1199",4,0,11,"35,1",0,0
"1200",0,1,12,"34,3",1,NA
"1201",3,1,15,"48,9",NA,1
"1202",0,3,17,"78,5",1,NA
"1203",2,1,12,"33,6",NA,0
"1204",2,1,12,"38,4",NA,0
"1205",2,4,17,"73,3",0,0
"1206",0,1,13,"52,3",0,NA
"1207",2,1,14,"62,2",NA,1
"1208",2,1,14,"45,3",1,1
"1209",0,1,12,"39,4",0,NA
"1210",0,1,12,"37,6",NA,NA
"1211",2,1,12,"43,7",NA,0
"1212",2,0,8,"39,4",0,NA
"1213",8,1,12,"21,2",0,0
"1214",2,1,10,"29,8",1,1
"1215",5,1,14,"37,1",0,NA
"1216",2,1,14,"17,1",NA,1
"1217",4,0,6,"27,7",0,0
"1218",2,3,16,"69,2",1,NA
"1219",3,1,12,"62,1",NA,NA
"1220",2,1,13,"33,1",1,0
"1221",2,1,12,"37,9",1,0
"1222",2,1,12,"35,4",NA,0
"1223",2,1,15,"36,5",NA,0
"1224",3,4,18,"73,2",1,NA
